Job_ID,Order_ID,Job_Status,Start_Time,Estimated_End_Time,Actual_End_Time,Resources_Available,Dependencies,Location,Delay_Flag,Delay_Reason
J7004,O5391,In_Progress,2025-07-06 00:00:00,2025-07-06 06:00:00,,Yes,,Pune,0,
J7005,O5123,In_Progress,2025-07-04 05:00:00,2025-07-04 12:00:00,,Yes,J2596,Chennai,0,
J7006,O5124,Not_Started,2025-07-21 03:00:00,2025-07-21 14:00:00,,Yes,J1039,Bengaluru,0,
J7007,O5303,Completed,2025-07-06 01:00:00,2025-07-06 08:00:00,2025-07-06 07:29:00,Yes,J3002,Chennai,0,
J7008,O5062,Completed,2025-07-20 06:00:00,2025-07-20 15:00:00,2025-07-20 14:49:00,Yes,J1920,Chennai,0,
J7009,O5093,Not_Started,2025-07-12 00:00:00,2025-07-12 12:00:00,,No,,Chennai,0,
J7010,O5050,In_Progress,2025-07-25 07:00:00,2025-07-25 16:00:00,,Yes,,Hyderabad,0,
J7011,O5204,Completed,2025-07-23 00:00:00,2025-07-23 06:00:00,2025-07-23 05:16:00,No,J1861,Chennai,0,
J7012,O5335,Completed,2025-07-21 01:00:00,2025-07-21 10:00:00,2025-07-21 11:36:00,No,,Chennai,1,Dependency delay
J7013,O5452,Not_Started,2025-07-27 02:00:00,2025-07-27 10:00:00,,Yes,,Mumbai,0,
J7014,O5271,Completed,2025-07-09 03:00:00,2025-07-09 15:00:00,2025-07-09 14:05:00,Yes,,Mumbai,0,
J7015,O5398,In_Progress,2025-07-04 05:00:00,2025-07-04 11:00:00,,No,,Bengaluru,0,
J7016,O5368,In_Progress,2025-07-10 06:00:00,2025-07-10 16:00:00,,Yes,J4810,Bengaluru,0,
J7017,O5499,Completed,2025-07-02 08:00:00,2025-07-02 17:00:00,2025-07-02 17:02:00,Yes,,Hyderabad,1,Equipment failure
J7018,O5272,Completed,2025-07-29 00:00:00,2025-07-29 12:00:00,2025-07-29 11:44:00,Yes,J6105,Mumbai,0,
J7019,O5121,Not_Started,2025-07-24 08:00:00,2025-07-24 14:00:00,,No,,Hyderabad,0,
J7020,O5279,Not_Started,2025-07-07 04:00:00,2025-07-07 15:00:00,,Yes,,Hyderabad,0,
J7021,O5328,Not_Started,2025-07-06 03:00:00,2025-07-06 10:00:00,,Yes,J6456,Delhi,0,
J7022,O5348,Completed,2025-07-01 05:00:00,2025-07-01 17:00:00,2025-07-01 16:22:00,Yes,,Delhi,0,
J7023,O5109,Completed,2025-07-09 01:00:00,2025-07-09 11:00:00,2025-07-09 10:46:00,Yes,J3869,Mumbai,0,
J7024,O5095,Completed,2025-07-15 06:00:00,2025-07-15 13:00:00,2025-07-15 12:37:00,Yes,J1351,Hyderabad,0,
J7025,O5452,Completed,2025-07-03 03:00:00,2025-07-03 09:00:00,2025-07-03 09:25:00,Yes,,Mumbai,1,Traffic
J7026,O5177,Completed,2025-07-10 02:00:00,2025-07-10 12:00:00,2025-07-10 11:03:00,No,,Hyderabad,0,
J7027,O5085,Completed,2025-07-16 00:00:00,2025-07-16 06:00:00,2025-07-16 05:13:00,Yes,,Bengaluru,0,
J7028,O5205,In_Progress,2025-07-17 01:00:00,2025-07-17 07:00:00,,No,,Bengaluru,0,
J7029,O5472,Completed,2025-07-26 08:00:00,2025-07-26 17:00:00,2025-07-26 16:13:00,Yes,J5897,Bengaluru,0,
J7030,O5003,Completed,2025-07-11 01:00:00,2025-07-11 09:00:00,2025-07-11 08:48:00,Yes,,Mumbai,0,
J7031,O5447,Completed,2025-07-25 02:00:00,2025-07-25 11:00:00,2025-07-25 10:32:00,Yes,J1128,Pune,0,
J7032,O5087,Completed,2025-07-02 04:00:00,2025-07-02 10:00:00,2025-07-02 09:30:00,Yes,,Mumbai,0,
J7033,O5476,Completed,2025-07-07 00:00:00,2025-07-07 08:00:00,2025-07-07 07:00:00,No,,Pune,0,
J7034,O5184,Completed,2025-07-03 08:00:00,2025-07-03 16:00:00,2025-07-03 15:11:00,Yes,J6445,Mumbai,0,
J7035,O5175,In_Progress,2025-07-15 05:00:00,2025-07-15 17:00:00,,Yes,,Delhi,0,
J7036,O5270,Completed,2025-07-17 05:00:00,2025-07-17 12:00:00,2025-07-17 14:20:00,Yes,,Pune,1,Dependency delay
J7037,O5250,Not_Started,2025-07-02 03:00:00,2025-07-02 15:00:00,,Yes,,Bengaluru,0,
J7038,O5128,Completed,2025-07-15 07:00:00,2025-07-15 13:00:00,2025-07-15 12:14:00,Yes,J6366,Bengaluru,0,
J7039,O5371,Completed,2025-07-01 07:00:00,2025-07-01 16:00:00,2025-07-01 17:09:00,Yes,,Mumbai,1,Dependency delay
J7040,O5173,Completed,2025-07-08 05:00:00,2025-07-08 13:00:00,2025-07-08 12:15:00,No,,Chennai,0,
J7041,O5043,Completed,2025-07-29 02:00:00,2025-07-29 11:00:00,2025-07-29 10:50:00,No,,Bengaluru,0,
J7042,O5304,Completed,2025-07-08 02:00:00,2025-07-08 12:00:00,2025-07-08 11:49:00,Yes,,Bengaluru,0,
J7043,O5060,In_Progress,2025-07-18 03:00:00,2025-07-18 10:00:00,,Yes,J1884,Hyderabad,0,
J7044,O5046,Not_Started,2025-07-03 03:00:00,2025-07-03 11:00:00,,Yes,J2601,Mumbai,0,
J7045,O5435,Not_Started,2025-07-18 00:00:00,2025-07-18 06:00:00,,Yes,,Bengaluru,0,
J7046,O5305,Completed,2025-07-12 00:00:00,2025-07-12 07:00:00,2025-07-12 06:41:00,Yes,J3578,Delhi,0,
J7047,O5032,Completed,2025-07-22 07:00:00,2025-07-22 18:00:00,2025-07-22 17:15:00,Yes,,Delhi,0,
J7048,O5438,Completed,2025-07-26 01:00:00,2025-07-26 12:00:00,2025-07-26 11:55:00,Yes,,Bengaluru,0,
J7049,O5342,Completed,2025-07-09 08:00:00,2025-07-09 16:00:00,2025-07-09 17:52:00,Yes,,Bengaluru,1,Power outage
J7050,O5261,In_Progress,2025-07-13 03:00:00,2025-07-13 14:00:00,,Yes,,Chennai,0,
J7051,O5083,Completed,2025-07-27 00:00:00,2025-07-27 09:00:00,2025-07-27 08:13:00,Yes,,Pune,0,
J7052,O5012,Not_Started,2025-07-21 04:00:00,2025-07-21 14:00:00,,No,,Pune,0,
J7053,O5481,Completed,2025-07-18 08:00:00,2025-07-18 14:00:00,2025-07-18 13:24:00,Yes,J2018,Mumbai,0,
J7054,O5051,Not_Started,2025-07-27 05:00:00,2025-07-27 16:00:00,,Yes,,Pune,0,
J7055,O5407,Not_Started,2025-07-13 07:00:00,2025-07-13 16:00:00,,Yes,,Hyderabad,0,
J7056,O5036,Not_Started,2025-07-28 05:00:00,2025-07-28 12:00:00,,Yes,J4269,Chennai,0,
J7057,O5377,In_Progress,2025-07-04 07:00:00,2025-07-04 13:00:00,,Yes,,Delhi,0,
J7058,O5404,Not_Started,2025-07-15 06:00:00,2025-07-15 14:00:00,,Yes,,Delhi,0,
J7059,O5477,Completed,2025-07-28 07:00:00,2025-07-28 19:00:00,2025-07-28 18:09:00,Yes,J2249,Bengaluru,0,
J7060,O5340,In_Progress,2025-07-18 00:00:00,2025-07-18 08:00:00,,Yes,,Mumbai,0,
J7061,O5179,Completed,2025-07-10 07:00:00,2025-07-10 17:00:00,2025-07-10 16:05:00,Yes,J4771,Mumbai,0,
J7062,O5336,Not_Started,2025-07-11 03:00:00,2025-07-11 14:00:00,,Yes,J6056,Mumbai,0,
J7063,O5469,Completed,2025-07-21 02:00:00,2025-07-21 12:00:00,2025-07-21 11:43:00,Yes,,Pune,0,
J7064,O5284,In_Progress,2025-07-26 03:00:00,2025-07-26 11:00:00,,Yes,,Bengaluru,0,
J7065,O5255,Completed,2025-07-15 02:00:00,2025-07-15 12:00:00,2025-07-15 11:22:00,No,,Mumbai,0,
J7066,O5097,Completed,2025-07-21 05:00:00,2025-07-21 16:00:00,2025-07-21 15:30:00,Yes,,Mumbai,0,
J7067,O5321,Completed,2025-07-06 04:00:00,2025-07-06 10:00:00,2025-07-06 09:03:00,Yes,,Delhi,0,
J7068,O5124,Not_Started,2025-07-17 06:00:00,2025-07-17 17:00:00,,Yes,,Chennai,0,
J7069,O5365,In_Progress,2025-07-26 08:00:00,2025-07-26 16:00:00,,No,,Chennai,0,
J7070,O5146,In_Progress,2025-07-10 04:00:00,2025-07-10 11:00:00,,Yes,,Chennai,0,
J7071,O5127,In_Progress,2025-07-18 03:00:00,2025-07-18 11:00:00,,Yes,,Chennai,0,
J7072,O5201,Completed,2025-07-12 02:00:00,2025-07-12 13:00:00,2025-07-12 12:45:00,Yes,,Hyderabad,0,
J7073,O5283,Completed,2025-07-18 06:00:00,2025-07-18 17:00:00,2025-07-18 16:31:00,No,,Hyderabad,0,
J7074,O5403,In_Progress,2025-07-16 03:00:00,2025-07-16 11:00:00,,Yes,,Mumbai,0,
J7075,O5443,Completed,2025-07-27 03:00:00,2025-07-27 15:00:00,2025-07-27 14:41:00,Yes,,Mumbai,0,
J7076,O5480,Completed,2025-07-21 02:00:00,2025-07-21 08:00:00,2025-07-21 08:26:00,No,,Bengaluru,1,Traffic
J7077,O5125,Not_Started,2025-07-25 00:00:00,2025-07-25 06:00:00,,No,J2091,Pune,0,
J7078,O5047,In_Progress,2025-07-13 03:00:00,2025-07-13 11:00:00,,Yes,,Pune,0,
J7079,O5175,Completed,2025-07-28 06:00:00,2025-07-28 13:00:00,2025-07-28 12:35:00,Yes,J5326,Mumbai,0,
J7080,O5284,Not_Started,2025-07-06 03:00:00,2025-07-06 10:00:00,,Yes,,Bengaluru,0,
J7081,O5016,Completed,2025-07-09 04:00:00,2025-07-09 12:00:00,2025-07-09 11:37:00,Yes,,Pune,0,
J7082,O5060,Not_Started,2025-07-30 04:00:00,2025-07-30 11:00:00,,Yes,J3379,Hyderabad,0,
J7083,O5478,Completed,2025-07-03 01:00:00,2025-07-03 07:00:00,2025-07-03 08:59:00,Yes,J5717,Mumbai,1,Dependency delay
J7084,O5135,Completed,2025-07-19 05:00:00,2025-07-19 14:00:00,2025-07-19 13:19:00,Yes,J1663,Pune,0,
J7085,O5323,Completed,2025-07-18 04:00:00,2025-07-18 11:00:00,2025-07-18 13:40:00,Yes,,Chennai,1,Dependency delay
J7086,O5258,Completed,2025-07-29 05:00:00,2025-07-29 11:00:00,2025-07-29 10:50:00,Yes,,Delhi,0,
J7087,O5062,Completed,2025-07-09 07:00:00,2025-07-09 18:00:00,2025-07-09 17:21:00,Yes,J3061,Bengaluru,0,
J7088,O5338,Completed,2025-07-10 02:00:00,2025-07-10 12:00:00,2025-07-10 11:22:00,Yes,,Bengaluru,0,
J7089,O5226,In_Progress,2025-07-09 07:00:00,2025-07-09 18:00:00,,Yes,J2756,Mumbai,0,
J7090,O5333,Completed,2025-07-20 08:00:00,2025-07-20 17:00:00,2025-07-20 16:37:00,Yes,,Chennai,0,
J7091,O5291,Completed,2025-07-12 03:00:00,2025-07-12 15:00:00,2025-07-12 15:00:00,Yes,J3589,Delhi,0,
J7092,O5414,Completed,2025-07-09 05:00:00,2025-07-09 16:00:00,2025-07-09 15:56:00,Yes,,Delhi,0,
J7093,O5112,Not_Started,2025-07-16 02:00:00,2025-07-16 13:00:00,,Yes,,Pune,0,
J7094,O5024,Completed,2025-07-31 07:00:00,2025-07-31 19:00:00,2025-07-31 18:04:00,No,,Pune,0,
J7095,O5133,Completed,2025-07-24 03:00:00,2025-07-24 09:00:00,2025-07-24 09:06:00,No,J3056,Pune,1,Power outage
J7096,O5207,Not_Started,2025-07-29 03:00:00,2025-07-29 14:00:00,,Yes,,Pune,0,
J7097,O5327,Completed,2025-07-27 06:00:00,2025-07-27 13:00:00,2025-07-27 12:41:00,Yes,J1388,Hyderabad,0,
J7098,O5418,In_Progress,2025-07-03 04:00:00,2025-07-03 15:00:00,,Yes,,Hyderabad,0,
J7099,O5217,In_Progress,2025-07-24 06:00:00,2025-07-24 12:00:00,,Yes,,Bengaluru,0,
J7100,O5193,In_Progress,2025-07-21 06:00:00,2025-07-21 13:00:00,,Yes,,Chennai,0,
J7101,O5467,Completed,2025-07-20 01:00:00,2025-07-20 13:00:00,2025-07-20 12:51:00,Yes,,Pune,0,
J7102,O5407,Completed,2025-07-17 07:00:00,2025-07-17 17:00:00,2025-07-17 16:16:00,No,,Delhi,0,
J7103,O5197,Not_Started,2025-07-01 06:00:00,2025-07-01 12:00:00,,Yes,,Pune,0,
J7104,O5136,Completed,2025-07-03 05:00:00,2025-07-03 15:00:00,2025-07-03 15:00:00,Yes,J2349,Bengaluru,0,
J7105,O5163,Completed,2025-07-05 03:00:00,2025-07-05 09:00:00,2025-07-05 10:46:00,Yes,J3083,Delhi,1,Resource shortage
J7106,O5389,Completed,2025-07-06 07:00:00,2025-07-06 14:00:00,2025-07-06 13:25:00,Yes,,Delhi,0,
J7107,O5317,In_Progress,2025-07-14 08:00:00,2025-07-14 15:00:00,,Yes,,Chennai,0,
J7108,O5057,In_Progress,2025-07-02 08:00:00,2025-07-02 17:00:00,,Yes,,Mumbai,0,
J7109,O5135,Not_Started,2025-07-23 08:00:00,2025-07-23 16:00:00,,Yes,J1300,Hyderabad,0,
J7110,O5435,Completed,2025-07-20 06:00:00,2025-07-20 18:00:00,2025-07-20 17:36:00,Yes,,Bengaluru,0,
J7111,O5416,Completed,2025-07-25 07:00:00,2025-07-25 17:00:00,2025-07-25 18:06:00,Yes,J1505,Hyderabad,1,Equipment failure
J7112,O5331,In_Progress,2025-07-10 01:00:00,2025-07-10 09:00:00,,Yes,,Delhi,0,
J7113,O5069,In_Progress,2025-07-13 00:00:00,2025-07-13 11:00:00,,Yes,,Pune,0,
J7114,O5431,In_Progress,2025-07-06 03:00:00,2025-07-06 14:00:00,,Yes,,Bengaluru,0,
J7115,O5469,In_Progress,2025-07-03 05:00:00,2025-07-03 15:00:00,,Yes,,Bengaluru,0,
J7116,O5265,Completed,2025-07-30 05:00:00,2025-07-30 16:00:00,2025-07-30 18:33:00,Yes,J3651,Hyderabad,1,Power outage
J7117,O5337,Completed,2025-07-23 06:00:00,2025-07-23 13:00:00,2025-07-23 12:03:00,Yes,,Bengaluru,0,
J7118,O5250,Completed,2025-07-25 08:00:00,2025-07-25 15:00:00,2025-07-25 17:31:00,Yes,J3575,Hyderabad,1,Equipment failure
J7119,O5255,Not_Started,2025-07-19 07:00:00,2025-07-19 18:00:00,,Yes,,Bengaluru,0,
J7120,O5328,In_Progress,2025-07-28 03:00:00,2025-07-28 12:00:00,,No,,Chennai,0,
J7121,O5008,Completed,2025-07-10 01:00:00,2025-07-10 07:00:00,2025-07-10 06:37:00,Yes,,Bengaluru,0,
J7122,O5309,Not_Started,2025-07-24 08:00:00,2025-07-24 14:00:00,,No,,Pune,0,
J7123,O5395,Completed,2025-07-27 03:00:00,2025-07-27 13:00:00,2025-07-27 12:57:00,Yes,,Pune,0,
J7124,O5174,In_Progress,2025-07-24 00:00:00,2025-07-24 12:00:00,,Yes,J3912,Bengaluru,0,
J7125,O5392,Not_Started,2025-07-21 06:00:00,2025-07-21 16:00:00,,Yes,,Chennai,0,
J7126,O5196,In_Progress,2025-07-23 00:00:00,2025-07-23 12:00:00,,Yes,,Bengaluru,0,
J7127,O5108,In_Progress,2025-07-10 07:00:00,2025-07-10 16:00:00,,Yes,J4982,Pune,0,
J7128,O5167,Not_Started,2025-07-26 02:00:00,2025-07-26 08:00:00,,Yes,J5099,Delhi,0,
J7129,O5148,In_Progress,2025-07-13 02:00:00,2025-07-13 13:00:00,,Yes,J3546,Mumbai,0,
J7130,O5429,Completed,2025-07-10 01:00:00,2025-07-10 11:00:00,2025-07-10 10:59:00,Yes,,Hyderabad,0,
J7131,O5066,Completed,2025-07-12 04:00:00,2025-07-12 10:00:00,2025-07-12 09:28:00,Yes,,Pune,0,
J7132,O5402,In_Progress,2025-07-21 03:00:00,2025-07-21 11:00:00,,Yes,,Chennai,0,
J7133,O5123,In_Progress,2025-07-06 04:00:00,2025-07-06 15:00:00,,Yes,J4712,Pune,0,
J7134,O5391,Completed,2025-07-31 05:00:00,2025-07-31 11:00:00,2025-07-31 10:08:00,Yes,,Hyderabad,0,
J7135,O5457,In_Progress,2025-07-30 05:00:00,2025-07-30 17:00:00,,No,,Bengaluru,0,
J7136,O5234,In_Progress,2025-07-16 04:00:00,2025-07-16 14:00:00,,Yes,,Mumbai,0,
J7137,O5409,Completed,2025-07-12 02:00:00,2025-07-12 10:00:00,2025-07-12 10:19:00,Yes,J3711,Hyderabad,1,Equipment failure
J7138,O5480,Completed,2025-07-18 04:00:00,2025-07-18 13:00:00,2025-07-18 14:57:00,Yes,,Hyderabad,1,Power outage
J7139,O5026,In_Progress,2025-07-22 07:00:00,2025-07-22 19:00:00,,Yes,,Delhi,0,
J7140,O5086,Not_Started,2025-07-28 07:00:00,2025-07-28 17:00:00,,Yes,,Mumbai,0,
J7141,O5464,Completed,2025-07-20 04:00:00,2025-07-20 14:00:00,2025-07-20 13:17:00,Yes,,Mumbai,0,
J7142,O5219,Completed,2025-07-29 02:00:00,2025-07-29 09:00:00,2025-07-29 11:39:00,Yes,,Pune,1,Traffic
J7143,O5347,In_Progress,2025-07-31 00:00:00,2025-07-31 07:00:00,,Yes,J2835,Chennai,0,
J7144,O5340,Completed,2025-07-11 04:00:00,2025-07-11 10:00:00,2025-07-11 11:52:00,Yes,J3148,Chennai,1,Resource shortage
J7145,O5388,In_Progress,2025-07-11 01:00:00,2025-07-11 08:00:00,,Yes,J4398,Delhi,0,
J7146,O5288,In_Progress,2025-07-11 07:00:00,2025-07-11 15:00:00,,Yes,J6691,Hyderabad,0,
J7147,O5278,Not_Started,2025-07-03 03:00:00,2025-07-03 14:00:00,,Yes,,Pune,0,
J7148,O5445,In_Progress,2025-07-13 03:00:00,2025-07-13 11:00:00,,Yes,J3329,Bengaluru,0,
J7149,O5213,Not_Started,2025-07-10 02:00:00,2025-07-10 13:00:00,,Yes,,Delhi,0,
J7150,O5085,Completed,2025-07-09 00:00:00,2025-07-09 10:00:00,2025-07-09 09:38:00,No,J4259,Delhi,0,
J7151,O5404,Not_Started,2025-07-07 04:00:00,2025-07-07 13:00:00,,No,J5318,Mumbai,0,
J7152,O5306,In_Progress,2025-07-17 07:00:00,2025-07-17 14:00:00,,No,,Bengaluru,0,
J7153,O5266,In_Progress,2025-07-21 06:00:00,2025-07-21 14:00:00,,Yes,,Mumbai,0,
J7154,O5457,In_Progress,2025-07-22 03:00:00,2025-07-22 14:00:00,,Yes,,Mumbai,0,
J7155,O5146,Completed,2025-07-23 01:00:00,2025-07-23 10:00:00,2025-07-23 09:55:00,No,,Delhi,0,
J7156,O5412,Completed,2025-07-02 03:00:00,2025-07-02 10:00:00,2025-07-02 09:07:00,Yes,,Bengaluru,0,
J7157,O5346,Completed,2025-07-02 08:00:00,2025-07-02 20:00:00,2025-07-02 19:37:00,Yes,J1711,Mumbai,0,
J7158,O5270,In_Progress,2025-07-10 03:00:00,2025-07-10 12:00:00,,Yes,,Hyderabad,0,
J7159,O5442,Completed,2025-07-02 02:00:00,2025-07-02 13:00:00,2025-07-02 13:04:00,Yes,,Bengaluru,1,Power outage
J7160,O5044,Not_Started,2025-07-16 08:00:00,2025-07-16 18:00:00,,Yes,J2297,Mumbai,0,
J7161,O5350,Not_Started,2025-07-02 03:00:00,2025-07-02 12:00:00,,Yes,,Delhi,0,
J7162,O5499,In_Progress,2025-07-30 06:00:00,2025-07-30 15:00:00,,Yes,,Hyderabad,0,
J7163,O5400,In_Progress,2025-07-15 03:00:00,2025-07-15 15:00:00,,Yes,,Bengaluru,0,
J7164,O5391,Completed,2025-07-13 04:00:00,2025-07-13 12:00:00,2025-07-13 11:38:00,Yes,J6058,Bengaluru,0,
J7165,O5453,Completed,2025-07-07 04:00:00,2025-07-07 14:00:00,2025-07-07 13:53:00,Yes,,Delhi,0,
J7166,O5412,In_Progress,2025-07-09 03:00:00,2025-07-09 11:00:00,,Yes,,Hyderabad,0,
J7167,O5369,In_Progress,2025-07-04 00:00:00,2025-07-04 07:00:00,,Yes,,Delhi,0,
J7168,O5104,Completed,2025-07-11 05:00:00,2025-07-11 12:00:00,2025-07-11 11:45:00,Yes,,Chennai,0,
J7169,O5275,Not_Started,2025-07-24 02:00:00,2025-07-24 09:00:00,,Yes,,Chennai,0,
J7170,O5096,In_Progress,2025-07-31 01:00:00,2025-07-31 08:00:00,,Yes,,Hyderabad,0,
J7171,O5381,Completed,2025-07-10 08:00:00,2025-07-10 16:00:00,2025-07-10 15:39:00,Yes,,Delhi,0,
J7172,O5014,Completed,2025-07-01 02:00:00,2025-07-01 11:00:00,2025-07-01 10:44:00,Yes,J2135,Bengaluru,0,
J7173,O5409,Not_Started,2025-07-01 06:00:00,2025-07-01 15:00:00,,Yes,J1869,Bengaluru,0,
J7174,O5163,Not_Started,2025-07-04 04:00:00,2025-07-04 12:00:00,,No,,Hyderabad,0,
J7175,O5244,Completed,2025-07-06 01:00:00,2025-07-06 10:00:00,2025-07-06 09:42:00,Yes,,Bengaluru,0,
J7176,O5125,In_Progress,2025-07-09 02:00:00,2025-07-09 11:00:00,,No,,Hyderabad,0,
J7177,O5427,Not_Started,2025-07-15 03:00:00,2025-07-15 09:00:00,,Yes,J3309,Chennai,0,
J7178,O5027,Completed,2025-07-19 05:00:00,2025-07-19 17:00:00,2025-07-19 16:30:00,Yes,,Bengaluru,0,
J7179,O5176,Completed,2025-07-22 00:00:00,2025-07-22 07:00:00,2025-07-22 06:46:00,Yes,,Mumbai,0,
J7180,O5396,Not_Started,2025-07-17 03:00:00,2025-07-17 12:00:00,,Yes,,Pune,0,
J7181,O5057,Completed,2025-07-12 08:00:00,2025-07-12 15:00:00,2025-07-12 17:17:00,Yes,,Mumbai,1,Dependency delay
J7182,O5392,In_Progress,2025-07-20 01:00:00,2025-07-20 11:00:00,,No,,Chennai,0,
J7183,O5423,In_Progress,2025-07-19 04:00:00,2025-07-19 16:00:00,,No,,Hyderabad,0,
J7184,O5487,Not_Started,2025-07-13 05:00:00,2025-07-13 15:00:00,,No,,Delhi,0,
J7185,O5383,Completed,2025-07-23 04:00:00,2025-07-23 12:00:00,2025-07-23 11:07:00,Yes,,Hyderabad,0,
J7186,O5336,Completed,2025-07-10 06:00:00,2025-07-10 14:00:00,2025-07-10 15:22:00,Yes,J5785,Pune,1,Equipment failure
J7187,O5003,In_Progress,2025-07-09 01:00:00,2025-07-09 09:00:00,,No,J2279,Delhi,0,
J7188,O5500,Completed,2025-07-17 06:00:00,2025-07-17 15:00:00,2025-07-17 14:26:00,Yes,,Hyderabad,0,
J7189,O5130,Not_Started,2025-07-29 00:00:00,2025-07-29 12:00:00,,No,J5816,Bengaluru,0,
J7190,O5240,Completed,2025-07-20 05:00:00,2025-07-20 17:00:00,2025-07-20 16:58:00,Yes,J6610,Bengaluru,0,
J7191,O5154,Completed,2025-07-15 00:00:00,2025-07-15 11:00:00,2025-07-15 10:01:00,Yes,,Bengaluru,0,
J7192,O5385,In_Progress,2025-07-14 07:00:00,2025-07-14 14:00:00,,Yes,,Mumbai,0,
J7193,O5487,Completed,2025-07-29 00:00:00,2025-07-29 11:00:00,2025-07-29 10:52:00,Yes,,Pune,0,
J7194,O5357,In_Progress,2025-07-02 04:00:00,2025-07-02 15:00:00,,Yes,J4961,Delhi,0,
J7195,O5460,In_Progress,2025-07-02 07:00:00,2025-07-02 14:00:00,,Yes,J4468,Hyderabad,0,
J7196,O5021,Completed,2025-07-08 01:00:00,2025-07-08 10:00:00,2025-07-08 09:54:00,Yes,J3441,Hyderabad,0,
J7197,O5006,In_Progress,2025-07-16 02:00:00,2025-07-16 14:00:00,,No,,Hyderabad,0,
J7198,O5044,Completed,2025-07-29 04:00:00,2025-07-29 12:00:00,2025-07-29 11:30:00,No,,Bengaluru,0,
J7199,O5090,Not_Started,2025-07-12 04:00:00,2025-07-12 15:00:00,,No,J5119,Bengaluru,0,
J7200,O5364,In_Progress,2025-07-28 03:00:00,2025-07-28 15:00:00,,Yes,J5600,Hyderabad,0,
J7201,O5386,In_Progress,2025-07-16 08:00:00,2025-07-16 16:00:00,,Yes,,Bengaluru,0,
J7202,O5491,Completed,2025-07-22 00:00:00,2025-07-22 09:00:00,2025-07-22 08:02:00,No,,Pune,0,
J7203,O5266,In_Progress,2025-07-03 05:00:00,2025-07-03 13:00:00,,Yes,,Chennai,0,
J7204,O5056,Not_Started,2025-07-11 05:00:00,2025-07-11 17:00:00,,Yes,,Hyderabad,0,
J7205,O5213,Completed,2025-07-28 06:00:00,2025-07-28 15:00:00,2025-07-28 17:23:00,Yes,,Delhi,1,Power outage
J7206,O5022,Completed,2025-07-08 06:00:00,2025-07-08 17:00:00,2025-07-08 18:01:00,Yes,J6236,Chennai,1,Traffic
J7207,O5007,Not_Started,2025-07-19 05:00:00,2025-07-19 13:00:00,,Yes,J4385,Pune,0,
J7208,O5059,Completed,2025-07-08 03:00:00,2025-07-08 13:00:00,2025-07-08 12:39:00,Yes,,Delhi,0,
J7209,O5096,Completed,2025-07-05 04:00:00,2025-07-05 12:00:00,2025-07-05 12:19:00,Yes,J4235,Mumbai,1,Power outage
J7210,O5310,In_Progress,2025-07-03 02:00:00,2025-07-03 08:00:00,,Yes,,Bengaluru,0,
J7211,O5328,Completed,2025-07-14 07:00:00,2025-07-14 19:00:00,2025-07-14 18:13:00,Yes,,Hyderabad,0,
J7212,O5285,In_Progress,2025-07-29 06:00:00,2025-07-29 16:00:00,,No,,Hyderabad,0,
J7213,O5155,Not_Started,2025-07-16 08:00:00,2025-07-16 19:00:00,,Yes,,Chennai,0,
J7214,O5209,Completed,2025-07-07 01:00:00,2025-07-07 11:00:00,2025-07-07 10:33:00,Yes,,Hyderabad,0,
J7215,O5029,Completed,2025-07-06 07:00:00,2025-07-06 18:00:00,2025-07-06 17:57:00,No,J2678,Pune,0,
J7216,O5199,Completed,2025-07-29 02:00:00,2025-07-29 09:00:00,2025-07-29 08:12:00,Yes,,Chennai,0,
J7217,O5288,Completed,2025-07-03 06:00:00,2025-07-03 14:00:00,2025-07-03 13:52:00,Yes,J1987,Hyderabad,0,
J7218,O5068,In_Progress,2025-07-10 06:00:00,2025-07-10 16:00:00,,No,,Bengaluru,0,
J7219,O5392,Completed,2025-07-04 07:00:00,2025-07-04 16:00:00,2025-07-04 16:52:00,Yes,,Delhi,1,Resource shortage
J7220,O5046,Completed,2025-07-27 08:00:00,2025-07-27 20:00:00,2025-07-27 19:33:00,Yes,J6588,Chennai,0,
J7221,O5333,In_Progress,2025-07-27 08:00:00,2025-07-27 16:00:00,,No,,Delhi,0,
J7222,O5115,Completed,2025-07-01 06:00:00,2025-07-01 18:00:00,2025-07-01 17:51:00,Yes,J1098,Bengaluru,0,
J7223,O5211,Not_Started,2025-07-12 06:00:00,2025-07-12 15:00:00,,Yes,J7036,Mumbai,0,
J7224,O5180,In_Progress,2025-07-15 05:00:00,2025-07-15 14:00:00,,Yes,,Bengaluru,0,
J7225,O5148,Completed,2025-07-25 08:00:00,2025-07-25 16:00:00,2025-07-25 15:09:00,No,J3440,Mumbai,0,
J7226,O5450,In_Progress,2025-07-27 00:00:00,2025-07-27 07:00:00,,Yes,,Delhi,0,
J7227,O5081,Completed,2025-07-07 00:00:00,2025-07-07 07:00:00,2025-07-07 06:12:00,Yes,J5290,Bengaluru,0,
J7228,O5089,Completed,2025-07-15 04:00:00,2025-07-15 16:00:00,2025-07-15 15:16:00,Yes,,Hyderabad,0,
J7229,O5105,Completed,2025-07-26 05:00:00,2025-07-26 12:00:00,2025-07-26 11:17:00,Yes,,Hyderabad,0,
J7230,O5402,Completed,2025-07-27 06:00:00,2025-07-27 12:00:00,2025-07-27 11:53:00,Yes,,Pune,0,
